DATE_PST,DATE,TIME,STATION_NAME,STATION_NAME_FULL,EMS_ID,NAPS_ID,RAW_VALUE,ROUNDED_VALUE,UNIT,INSTRUMENT,PARAMETER,OWNER,REGION
3/27/2017 16:00,3/27/2017,16:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,36.02695,36,ppb,NA,O3,MVRD,02 - Lower Mainland
3/27/2017 17:00,3/27/2017,17:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,36.61508,36.6,ppb,NA,O3,MVRD,02 - Lower Mainland
3/27/2017 18:00,3/27/2017,18:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,35.34475,35.3,ppb,NA,O3,MVRD,02 - Lower Mainland
3/27/2017 19:00,3/27/2017,19:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,32.0488,32,ppb,NA,O3,MVRD,02 - Lower Mainland
3/27/2017 20:00,3/27/2017,20:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,29.89303,29.9,ppb,NA,O3,MVRD,02 - Lower Mainland
3/27/2017 21:00,3/27/2017,21:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,33.50025,33.5,ppb,NA,O3,MVRD,02 - Lower Mainland
3/27/2017 22:00,3/27/2017,22:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,35.6557,35.7,ppb,NA,O3,MVRD,02 - Lower Mainland
3/27/2017 23:00,3/27/2017,23:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,34.02611,34,ppb,NA,O3,MVRD,02 - Lower Mainland
3/28/2017 0:00,3/27/2017,24:00:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,31.62894,31.6,ppb,NA,O3,MVRD,02 - Lower Mainland
3/28/2017 1:00,3/28/2017,1:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,29.36747,29.4,ppb,NA,O3,MVRD,02 - Lower Mainland
3/28/2017 2:00,3/28/2017,2:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,33.00358,33,ppb,NA,O3,MVRD,02 - Lower Mainland
3/28/2017 3:00,3/28/2017,3:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,36.17225,36.2,ppb,NA,O3,MVRD,02 - Lower Mainland
3/28/2017 4:00,3/28/2017,4:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,37.89342,37.9,ppb,NA,O3,MVRD,02 - Lower Mainland
3/28/2017 5:00,3/28/2017,5:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,36.54611,36.5,ppb,NA,O3,MVRD,02 - Lower Mainland
3/28/2017 6:00,3/28/2017,6:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,35.92719,35.9,ppb,NA,O3,MVRD,02 - Lower Mainland
3/28/2017 7:00,3/28/2017,7:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,32.68007,32.7,ppb,NA,O3,MVRD,02 - Lower Mainland
3/28/2017 8:00,3/28/2017,8:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,32.2735,32.3,ppb,NA,O3,MVRD,02 - Lower Mainland
3/28/2017 9:00,3/28/2017,9:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,32.08649,32.1,ppb,NA,O3,MVRD,02 - Lower Mainland
3/28/2017 10:00,3/28/2017,10:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,31.48864,31.5,ppb,NA,O3,MVRD,02 - Lower Mainland
3/28/2017 11:00,3/28/2017,11:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,32.09378,32.1,ppb,NA,O3,MVRD,02 - Lower Mainland
3/28/2017 12:00,3/28/2017,12:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,31.26636,31.3,ppb,NA,O3,MVRD,02 - Lower Mainland
3/28/2017 13:00,3/28/2017,13:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,29.96794,30,ppb,NA,O3,MVRD,02 - Lower Mainland
3/28/2017 14:00,3/28/2017,14:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,21.65006,21.7,ppb,NA,O3,MVRD,02 - Lower Mainland
3/28/2017 15:00,3/28/2017,15:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,30.91982,30.9,ppb,NA,O3,MVRD,02 - Lower Mainland
3/28/2017 16:00,3/28/2017,16:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,28.14532,28.1,ppb,NA,O3,MVRD,02 - Lower Mainland
3/28/2017 17:00,3/28/2017,17:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,20.13924,20.1,ppb,NA,O3,MVRD,02 - Lower Mainland
3/28/2017 18:00,3/28/2017,18:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,21.27076,21.3,ppb,NA,O3,MVRD,02 - Lower Mainland
3/28/2017 19:00,3/28/2017,19:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,23.56076,23.6,ppb,NA,O3,MVRD,02 - Lower Mainland
3/28/2017 20:00,3/28/2017,20:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,26.0298,26,ppb,NA,O3,MVRD,02 - Lower Mainland
3/28/2017 21:00,3/28/2017,21:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,27.1802,27.2,ppb,NA,O3,MVRD,02 - Lower Mainland
3/28/2017 22:00,3/28/2017,22:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,28.10831,28.1,ppb,NA,O3,MVRD,02 - Lower Mainland
3/28/2017 23:00,3/28/2017,23:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,29.48364,29.5,ppb,NA,O3,MVRD,02 - Lower Mainland
3/29/2017 0:00,3/28/2017,24:00:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,29.53247,29.5,ppb,NA,O3,MVRD,02 - Lower Mainland
3/29/2017 1:00,3/29/2017,1:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,29.37911,29.4,ppb,NA,O3,MVRD,02 - Lower Mainland
3/29/2017 2:00,3/29/2017,2:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,30.96914,31,ppb,NA,O3,MVRD,02 - Lower Mainland
3/29/2017 3:00,3/29/2017,3:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,35.45808,35.5,ppb,NA,O3,MVRD,02 - Lower Mainland
3/29/2017 4:00,3/29/2017,4:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,,,ppb,NA,O3,MVRD,02 - Lower Mainland
3/29/2017 5:00,3/29/2017,5:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,40.70537,40.7,ppb,NA,O3,MVRD,02 - Lower Mainland
3/29/2017 6:00,3/29/2017,6:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,37.47339,37.5,ppb,NA,O3,MVRD,02 - Lower Mainland
3/29/2017 7:00,3/29/2017,7:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,34.0985,34.1,ppb,NA,O3,MVRD,02 - Lower Mainland
3/29/2017 8:00,3/29/2017,8:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,31.84082,31.8,ppb,NA,O3,MVRD,02 - Lower Mainland
3/29/2017 9:00,3/29/2017,9:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,31.52899,31.5,ppb,NA,O3,MVRD,02 - Lower Mainland
3/29/2017 10:00,3/29/2017,10:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,30.70946,30.7,ppb,NA,O3,MVRD,02 - Lower Mainland
3/29/2017 11:00,3/29/2017,11:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,29.65035,29.7,ppb,NA,O3,MVRD,02 - Lower Mainland
3/29/2017 12:00,3/29/2017,12:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,27.31631,27.3,ppb,NA,O3,MVRD,02 - Lower Mainland
3/29/2017 13:00,3/29/2017,13:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,25.24463,25.2,ppb,NA,O3,MVRD,02 - Lower Mainland
3/29/2017 14:00,3/29/2017,14:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,21.66031,21.7,ppb,NA,O3,MVRD,02 - Lower Mainland
3/29/2017 15:00,3/29/2017,15:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,30.97689,31,ppb,NA,O3,MVRD,02 - Lower Mainland
3/29/2017 16:00,3/29/2017,16:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,40.06365,40.1,ppb,NA,O3,MVRD,02 - Lower Mainland
3/29/2017 17:00,3/29/2017,17:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,41.59545,41.6,ppb,NA,O3,MVRD,02 - Lower Mainland
3/29/2017 18:00,3/29/2017,18:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,42.28992,42.3,ppb,NA,O3,MVRD,02 - Lower Mainland
3/29/2017 19:00,3/29/2017,19:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,43.34212,43.3,ppb,NA,O3,MVRD,02 - Lower Mainland
3/29/2017 20:00,3/29/2017,20:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,37.26817,37.3,ppb,NA,O3,MVRD,02 - Lower Mainland
3/29/2017 21:00,3/29/2017,21:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,34.93965,34.9,ppb,NA,O3,MVRD,02 - Lower Mainland
3/29/2017 22:00,3/29/2017,22:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,37.01829,37,ppb,NA,O3,MVRD,02 - Lower Mainland
3/29/2017 23:00,3/29/2017,23:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,40.68325,40.7,ppb,NA,O3,MVRD,02 - Lower Mainland
3/30/2017 0:00,3/29/2017,24:00:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,41.50406,41.5,ppb,NA,O3,MVRD,02 - Lower Mainland
3/30/2017 1:00,3/30/2017,1:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,42.0543,42.1,ppb,NA,O3,MVRD,02 - Lower Mainland
3/30/2017 2:00,3/30/2017,2:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,42.97119,43,ppb,NA,O3,MVRD,02 - Lower Mainland
3/30/2017 3:00,3/30/2017,3:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,42.17467,42.2,ppb,NA,O3,MVRD,02 - Lower Mainland
3/30/2017 4:00,3/30/2017,4:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,40.63453,40.6,ppb,NA,O3,MVRD,02 - Lower Mainland
3/30/2017 5:00,3/30/2017,5:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,36.32027,36.3,ppb,NA,O3,MVRD,02 - Lower Mainland
3/30/2017 6:00,3/30/2017,6:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,35.18634,35.2,ppb,NA,O3,MVRD,02 - Lower Mainland
3/30/2017 7:00,3/30/2017,7:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,31.09576,31.1,ppb,NA,O3,MVRD,02 - Lower Mainland
3/30/2017 8:00,3/30/2017,8:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,32.43946,32.4,ppb,NA,O3,MVRD,02 - Lower Mainland
3/30/2017 9:00,3/30/2017,9:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,27.82086,27.8,ppb,NA,O3,MVRD,02 - Lower Mainland
3/30/2017 10:00,3/30/2017,10:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,25.88047,25.9,ppb,NA,O3,MVRD,02 - Lower Mainland
3/30/2017 11:00,3/30/2017,11:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,26.41367,26.4,ppb,NA,O3,MVRD,02 - Lower Mainland
3/30/2017 12:00,3/30/2017,12:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,30.98464,31,ppb,NA,O3,MVRD,02 - Lower Mainland
3/30/2017 13:00,3/30/2017,13:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,31.37549,31.4,ppb,NA,O3,MVRD,02 - Lower Mainland
3/30/2017 14:00,3/30/2017,14:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,31.55693,31.6,ppb,NA,O3,MVRD,02 - Lower Mainland
3/30/2017 15:00,3/30/2017,15:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,30.54372,30.5,ppb,NA,O3,MVRD,02 - Lower Mainland
3/30/2017 16:00,3/30/2017,16:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,30.90404,30.9,ppb,NA,O3,MVRD,02 - Lower Mainland
3/30/2017 17:00,3/30/2017,17:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,33.47892,33.5,ppb,NA,O3,MVRD,02 - Lower Mainland
3/30/2017 18:00,3/30/2017,18:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,33.67907,33.7,ppb,NA,O3,MVRD,02 - Lower Mainland
3/30/2017 19:00,3/30/2017,19:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,31.16575,31.2,ppb,NA,O3,MVRD,02 - Lower Mainland
3/30/2017 20:00,3/30/2017,20:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,31.84082,31.8,ppb,NA,O3,MVRD,02 - Lower Mainland
3/30/2017 21:00,3/30/2017,21:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,16.66046,16.7,ppb,NA,O3,MVRD,02 - Lower Mainland
3/30/2017 22:00,3/30/2017,22:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,2.721725,2.7,ppb,NA,O3,MVRD,02 - Lower Mainland
3/30/2017 23:00,3/30/2017,23:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,0.7937039,0.8,ppb,NA,O3,MVRD,02 - Lower Mainland
3/31/2017 0:00,3/30/2017,24:00:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,0.6280869,0.6,ppb,NA,O3,MVRD,02 - Lower Mainland
3/31/2017 1:00,3/31/2017,1:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,0.553203,0.6,ppb,NA,O3,MVRD,02 - Lower Mainland
3/31/2017 2:00,3/31/2017,2:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,0.594601,0.6,ppb,NA,O3,MVRD,02 - Lower Mainland
3/31/2017 3:00,3/31/2017,3:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,1.522437,1.5,ppb,NA,O3,MVRD,02 - Lower Mainland
3/31/2017 4:00,3/31/2017,4:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,9.918779,9.9,ppb,NA,O3,MVRD,02 - Lower Mainland
3/31/2017 5:00,3/31/2017,5:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,5.735691,5.7,ppb,NA,O3,MVRD,02 - Lower Mainland
3/31/2017 6:00,3/31/2017,6:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,1.993015,2,ppb,NA,O3,MVRD,02 - Lower Mainland
3/31/2017 7:00,3/31/2017,7:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,4.766182,4.8,ppb,NA,O3,MVRD,02 - Lower Mainland
3/31/2017 8:00,3/31/2017,8:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,11.68946,11.7,ppb,NA,O3,MVRD,02 - Lower Mainland
3/31/2017 9:00,3/31/2017,9:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,,,ppb,NA,O3,MVRD,02 - Lower Mainland
3/31/2017 10:00,3/31/2017,10:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,23.66704,23.7,ppb,NA,O3,MVRD,02 - Lower Mainland
3/31/2017 11:00,3/31/2017,11:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,29.45506,29.5,ppb,NA,O3,MVRD,02 - Lower Mainland
3/31/2017 12:00,3/31/2017,12:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,29.57786,29.6,ppb,NA,O3,MVRD,02 - Lower Mainland
3/31/2017 13:00,3/31/2017,13:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,31.19737,31.2,ppb,NA,O3,MVRD,02 - Lower Mainland
3/31/2017 14:00,3/31/2017,14:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,33.1445,33.1,ppb,NA,O3,MVRD,02 - Lower Mainland
3/31/2017 15:00,3/31/2017,15:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,34.57608,34.6,ppb,NA,O3,MVRD,02 - Lower Mainland
3/31/2017 16:00,3/31/2017,16:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,34.69133,34.7,ppb,NA,O3,MVRD,02 - Lower Mainland
3/31/2017 17:00,3/31/2017,17:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,35.23767,35.2,ppb,NA,O3,MVRD,02 - Lower Mainland
3/31/2017 18:00,3/31/2017,18:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,34.37456,34.4,ppb,NA,O3,MVRD,02 - Lower Mainland
3/31/2017 19:00,3/31/2017,19:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,29.33719,29.3,ppb,NA,O3,MVRD,02 - Lower Mainland
3/31/2017 20:00,3/31/2017,20:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,19.84103,19.8,ppb,NA,O3,MVRD,02 - Lower Mainland
3/31/2017 21:00,3/31/2017,21:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,13.77741,13.8,ppb,NA,O3,MVRD,02 - Lower Mainland
3/31/2017 22:00,3/31/2017,22:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,14.05694,14.1,ppb,NA,O3,MVRD,02 - Lower Mainland
3/31/2017 23:00,3/31/2017,23:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,11.10388,11.1,ppb,NA,O3,MVRD,02 - Lower Mainland
4/1/2017 0:00,3/31/2017,24:00:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,19.28294,19.3,ppb,NA,O3,MVRD,02 - Lower Mainland
4/1/2017 1:00,4/1/2017,1:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,22.815,22.8,ppb,NA,O3,MVRD,02 - Lower Mainland
4/1/2017 2:00,4/1/2017,2:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,23.45917,23.5,ppb,NA,O3,MVRD,02 - Lower Mainland
4/1/2017 3:00,4/1/2017,3:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,22.41708,22.4,ppb,NA,O3,MVRD,02 - Lower Mainland
4/1/2017 4:00,4/1/2017,4:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,,,ppb,NA,O3,MVRD,02 - Lower Mainland
4/1/2017 5:00,4/1/2017,5:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,24.92692,24.9,ppb,NA,O3,MVRD,02 - Lower Mainland
4/1/2017 6:00,4/1/2017,6:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,24.83563,24.8,ppb,NA,O3,MVRD,02 - Lower Mainland
4/1/2017 7:00,4/1/2017,7:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,22.0626,22.1,ppb,NA,O3,MVRD,02 - Lower Mainland
4/1/2017 8:00,4/1/2017,8:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,17.8321,17.8,ppb,NA,O3,MVRD,02 - Lower Mainland
4/1/2017 9:00,4/1/2017,9:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,14.7326,14.7,ppb,NA,O3,MVRD,02 - Lower Mainland
4/1/2017 10:00,4/1/2017,10:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,14.08739,14.1,ppb,NA,O3,MVRD,02 - Lower Mainland
4/1/2017 11:00,4/1/2017,11:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,16.90846,16.9,ppb,NA,O3,MVRD,02 - Lower Mainland
4/1/2017 12:00,4/1/2017,12:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,18.72906,18.7,ppb,NA,O3,MVRD,02 - Lower Mainland
4/1/2017 13:00,4/1/2017,13:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,21.38492,21.4,ppb,NA,O3,MVRD,02 - Lower Mainland
4/1/2017 14:00,4/1/2017,14:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,24.97825,25,ppb,NA,O3,MVRD,02 - Lower Mainland
4/1/2017 15:00,4/1/2017,15:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,27.711,27.7,ppb,NA,O3,MVRD,02 - Lower Mainland
4/1/2017 16:00,4/1/2017,16:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,28.40322,28.4,ppb,NA,O3,MVRD,02 - Lower Mainland
4/1/2017 17:00,4/1/2017,17:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,32.29444,32.3,ppb,NA,O3,MVRD,02 - Lower Mainland
4/1/2017 18:00,4/1/2017,18:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,25.84869,25.8,ppb,NA,O3,MVRD,02 - Lower Mainland
4/1/2017 19:00,4/1/2017,19:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,27.26122,27.3,ppb,NA,O3,MVRD,02 - Lower Mainland
4/1/2017 20:00,4/1/2017,20:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,26.89817,26.9,ppb,NA,O3,MVRD,02 - Lower Mainland
4/1/2017 21:00,4/1/2017,21:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,22.3868,22.4,ppb,NA,O3,MVRD,02 - Lower Mainland
4/1/2017 22:00,4/1/2017,22:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,28.65086,28.7,ppb,NA,O3,MVRD,02 - Lower Mainland
4/1/2017 23:00,4/1/2017,23:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,24.38058,24.4,ppb,NA,O3,MVRD,02 - Lower Mainland
4/2/2017 0:00,4/1/2017,24:00:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,29.56066,29.6,ppb,NA,O3,MVRD,02 - Lower Mainland
4/2/2017 1:00,4/2/2017,1:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,34.98344,35,ppb,NA,O3,MVRD,02 - Lower Mainland
4/2/2017 2:00,4/2/2017,2:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,28.72554,28.7,ppb,NA,O3,MVRD,02 - Lower Mainland
4/2/2017 3:00,4/2/2017,3:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,36.69819,36.7,ppb,NA,O3,MVRD,02 - Lower Mainland
4/2/2017 4:00,4/2/2017,4:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,35.35869,35.4,ppb,NA,O3,MVRD,02 - Lower Mainland
4/2/2017 5:00,4/2/2017,5:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,31.66253,31.7,ppb,NA,O3,MVRD,02 - Lower Mainland
4/2/2017 6:00,4/2/2017,6:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,34.07675,34.1,ppb,NA,O3,MVRD,02 - Lower Mainland
4/2/2017 7:00,4/2/2017,7:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,31.94158,31.9,ppb,NA,O3,MVRD,02 - Lower Mainland
4/2/2017 8:00,4/2/2017,8:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,32.59119,32.6,ppb,NA,O3,MVRD,02 - Lower Mainland
4/2/2017 9:00,4/2/2017,9:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,31.19297,31.2,ppb,NA,O3,MVRD,02 - Lower Mainland
4/2/2017 10:00,4/2/2017,10:00,Vancouver International Airport #2,VANCOUVER INTERNATIONAL AIRPORT #2,E232246,10,30.98697,31,ppb,NA,O3,MVRD,02 - Lower Mainland
